record	from_fw	to_fw	comparison	kind	ordinal
698	1.82	1.90	compared	retargeted	327
699	1.82	1.90	compared	retargeted	329
700	1.82	1.90	compared	retargeted	330
701	1.82	1.90	compared	retargeted	331
702	1.82	1.90	compared	retargeted	332
703	1.82	1.90	compared	retargeted	333
704	1.82	1.90	compared	retargeted	334
705	1.82	1.90	compared	retargeted	335
706	1.82	1.90	compared	retargeted	336
707	1.82	1.90	compared	retargeted	337
708	1.82	1.90	compared	retargeted	338
709	1.82	1.90	compared	retargeted	339
710	1.82	1.90	compared	retargeted	340
711	1.82	1.90	compared	retargeted	341
712	1.82	1.90	compared	retargeted	342
713	1.82	1.90	compared	retargeted	343
714	1.82	1.90	compared	retargeted	344
715	1.82	1.90	compared	retargeted	345
716	1.82	1.90	compared	retargeted	346
717	1.82	1.90	compared	retargeted	347
718	1.82	1.90	compared	retargeted	348
719	1.82	1.90	compared	retargeted	349
720	1.82	1.90	compared	retargeted	350
721	1.82	1.90	compared	retargeted	351
722	1.82	1.90	compared	retargeted	352
723	1.82	1.90	compared	retargeted	353
724	1.82	1.90	compared	retargeted	354
725	1.82	1.90	compared	retargeted	355
726	1.82	1.90	compared	retargeted	356
727	1.82	1.90	compared	retargeted	357
728	1.82	1.90	compared	retargeted	358
729	1.82	1.90	compared	retargeted	359
730	1.82	1.90	compared	retargeted	360
731	1.82	1.90	compared	retargeted	361
732	1.82	1.90	compared	retargeted	362
733	1.82	1.90	compared	retargeted	363
734	1.82	1.90	compared	retargeted	367
735	1.82	1.90	compared	retargeted	368
736	1.82	1.90	compared	retargeted	369
737	1.82	1.90	compared	retargeted	370
738	1.82	1.90	compared	retargeted	371
739	1.82	1.90	compared	retargeted	377
740	1.82	1.90	compared	retargeted	378
741	1.82	1.90	compared	retargeted	379
742	1.82	1.90	compared	retargeted	380
743	1.82	1.90	compared	retargeted	381
744	1.82	1.90	compared	retargeted	382
745	1.82	1.90	compared	retargeted	383
746	1.82	1.90	compared	retargeted	384
747	1.82	1.90	compared	retargeted	385
748	1.82	1.90	compared	retargeted	386
749	1.82	1.90	compared	retargeted	387
750	1.82	1.90	compared	retargeted	388
751	1.82	1.90	compared	retargeted	389
752	1.82	1.90	compared	retargeted	390
753	1.82	1.90	compared	retargeted	391
754	1.82	1.90	compared	retargeted	392
755	1.82	1.90	compared	retargeted	393
756	1.82	1.90	compared	retargeted	394
757	1.82	1.90	compared	retargeted	395
758	1.82	1.90	compared	retargeted	396
759	1.82	1.90	compared	retargeted	397
760	1.82	1.90	compared	retargeted	398
761	1.82	1.90	compared	retargeted	399
762	1.82	1.90	compared	retargeted	402
763	1.82	1.90	compared	retargeted	403
764	1.82	1.90	compared	retargeted	450
765	1.82	1.90	compared	retargeted	451
766	1.82	1.90	compared	retargeted	452
767	1.82	1.90	compared	retargeted	453
768	1.82	1.90	compared	retargeted	454
769	1.82	1.90	compared	retargeted	455
770	1.82	1.90	compared	retargeted	456
771	1.82	1.90	compared	retargeted	461
772	1.82	1.90	compared	retargeted	462
773	1.82	1.90	compared	retargeted	463
774	1.82	1.90	compared	retargeted	464
775	1.82	1.90	compared	retargeted	470
776	1.82	1.90	compared	retargeted	471
777	1.82	1.90	compared	retargeted	472
778	1.82	1.90	compared	retargeted	473
779	1.82	1.90	compared	retargeted	480
780	1.82	1.90	compared	retargeted	481
781	1.82	1.90	compared	retargeted	482
782	1.82	1.90	compared	retargeted	483
783	1.82	1.90	compared	retargeted	484
784	1.82	1.90	compared	retargeted	485
785	1.82	1.90	compared	retargeted	486
786	1.82	1.90	compared	retargeted	487
787	1.82	1.90	compared	retargeted	488
788	1.82	1.90	compared	retargeted	489
789	1.82	1.90	compared	retargeted	490
790	1.82	1.90	compared	retargeted	491
791	1.82	1.90	compared	retargeted	492
792	1.82	1.90	compared	retargeted	493
793	1.82	1.90	compared	retargeted	494
794	1.82	1.90	compared	retargeted	495
795	1.82	1.90	compared	retargeted	496
796	1.82	1.90	compared	retargeted	497
797	1.82	1.90	compared	retargeted	498
798	1.82	1.90	compared	retargeted	499
799	1.82	1.90	compared	retargeted	500
800	1.82	1.90	compared	retargeted	501
801	1.82	1.90	compared	retargeted	502
802	1.82	1.90	compared	retargeted	503
803	1.82	1.90	compared	retargeted	504
804	1.82	1.90	compared	retargeted	505
805	1.82	1.90	compared	retargeted	506
806	1.82	1.90	compared	retargeted	507
807	1.82	1.90	compared	retargeted	508
808	1.82	1.90	compared	retargeted	509
809	1.82	1.90	compared	retargeted	510
810	1.82	1.90	compared	retargeted	511
811	1.82	1.90	compared	retargeted	512
812	1.82	1.90	compared	retargeted	513
813	1.82	1.90	compared	retargeted	516
814	1.82	1.90	compared	retargeted	517
815	1.82	1.90	compared	retargeted	518
816	1.82	1.90	compared	retargeted	519
817	1.82	1.90	compared	retargeted	520
818	1.82	1.90	compared	retargeted	521
819	1.82	1.90	compared	retargeted	522
820	1.82	1.90	compared	retargeted	523
821	1.82	1.90	compared	retargeted	524
822	1.82	1.90	compared	retargeted	525
823	1.82	1.90	compared	retargeted	530
824	1.82	1.90	compared	retargeted	531
825	1.82	1.90	compared	retargeted	532
826	1.82	1.90	compared	retargeted	533
827	1.82	1.90	compared	retargeted	534
828	1.82	1.90	compared	retargeted	535
829	1.82	1.90	compared	retargeted	536
830	1.82	1.90	compared	retargeted	537
831	1.82	1.90	compared	retargeted	538
832	1.82	1.90	compared	retargeted	539
833	1.82	1.90	compared	retargeted	540
834	1.82	1.90	compared	retargeted	541
835	1.82	1.90	compared	retargeted	542
836	1.82	1.90	compared	retargeted	543
837	1.82	1.90	compared	retargeted	544
838	1.82	1.90	compared	retargeted	545
839	1.82	1.90	compared	retargeted	546
840	1.82	1.90	compared	retargeted	547
841	1.82	1.90	compared	retargeted	548
842	1.82	1.90	compared	retargeted	549
843	1.82	1.90	compared	retargeted	550
844	1.82	1.90	compared	retargeted	551
845	1.82	1.90	compared	retargeted	552
846	1.82	1.90	compared	retargeted	553
847	1.82	1.90	compared	retargeted	554
848	1.82	1.90	compared	retargeted	555
849	1.82	1.90	compared	retargeted	556
850	1.82	1.90	compared	retargeted	557
851	1.82	1.90	compared	retargeted	558
852	1.82	1.90	compared	retargeted	559
853	1.82	1.90	compared	retargeted	560
854	1.82	1.90	compared	retargeted	561
855	1.82	1.90	compared	retargeted	562
856	1.82	1.90	compared	retargeted	563
857	1.82	1.90	compared	retargeted	564
858	1.82	1.90	compared	retargeted	565
859	1.82	1.90	compared	retargeted	570
860	1.82	1.90	compared	retargeted	571
861	1.82	1.90	compared	retargeted	572
862	1.82	1.90	compared	retargeted	573
863	1.82	1.90	compared	retargeted	574
864	1.82	1.90	compared	retargeted	575
865	1.82	1.90	compared	retargeted	576
866	1.82	1.90	compared	retargeted	577
867	1.82	1.90	compared	retargeted	580
868	1.82	1.90	compared	retargeted	581
869	1.82	1.90	compared	retargeted	582
870	1.82	1.90	compared	retargeted	583
871	1.82	1.90	compared	retargeted	584
872	1.82	1.90	compared	retargeted	585
873	1.82	1.90	compared	retargeted	586
874	1.82	1.90	compared	retargeted	587
875	1.82	1.90	compared	retargeted	588
876	1.82	1.90	compared	retargeted	589
877	1.82	1.90	compared	retargeted	590
878	1.82	1.90	compared	retargeted	593
879	1.82	1.90	compared	retargeted	594
880	1.82	1.90	compared	retargeted	595
881	1.82	1.90	compared	retargeted	596
882	1.82	1.90	compared	retargeted	597
883	1.82	1.90	compared	retargeted	598
884	1.82	1.90	compared	retargeted	599
885	1.82	1.90	compared	retargeted	600
886	1.82	1.90	compared	retargeted	601
887	1.82	1.90	compared	retargeted	602
888	1.82	1.90	compared	retargeted	603
889	1.82	1.90	compared	retargeted	604
890	1.82	1.90	compared	retargeted	605
891	1.82	1.90	compared	retargeted	606
892	1.82	1.90	compared	retargeted	607
893	1.82	1.90	compared	retargeted	608
894	1.82	1.90	compared	retargeted	609
895	1.82	1.90	compared	retargeted	610
896	1.82	1.90	compared	retargeted	611
897	1.82	1.90	compared	retargeted	612
898	1.82	1.90	compared	retargeted	613
899	1.82	1.90	compared	retargeted	614
900	1.82	1.90	compared	retargeted	615
901	1.82	1.90	compared	retargeted	616
902	1.82	1.90	compared	retargeted	617
903	1.82	1.90	compared	retargeted	618
904	1.82	1.90	compared	retargeted	624
905	1.82	1.90	compared	retargeted	625
906	1.82	1.90	compared	retargeted	626
907	1.82	1.90	compared	retargeted	627
908	1.82	1.90	compared	retargeted	630
909	1.82	1.90	compared	retargeted	631
910	1.82	1.90	compared	retargeted	635
911	1.82	1.90	compared	retargeted	636
912	1.82	1.90	compared	retargeted	637
913	1.82	1.90	compared	retargeted	638
914	1.82	1.90	compared	retargeted	639
915	1.82	1.90	compared	retargeted	640
916	1.82	1.90	compared	retargeted	641
917	1.82	1.90	compared	retargeted	642
918	1.82	1.90	compared	retargeted	643
919	1.82	1.90	compared	retargeted	644
920	1.82	1.90	compared	retargeted	645
921	1.82	1.90	compared	retargeted	646
922	1.82	1.90	compared	retargeted	647
923	1.82	1.90	compared	retargeted	648
924	1.82	1.90	compared	retargeted	649
925	1.82	1.90	compared	retargeted	650
926	1.82	1.90	compared	retargeted	651
927	1.82	1.90	compared	retargeted	652
928	1.82	1.90	compared	retargeted	653
929	1.82	1.90	compared	retargeted	654
930	1.82	1.90	compared	retargeted	655
931	1.82	1.90	compared	retargeted	656
932	1.82	1.90	compared	retargeted	657
933	1.82	1.90	compared	retargeted	658
934	1.82	1.90	compared	retargeted	659
935	1.82	1.90	compared	retargeted	666
936	1.82	1.90	compared	retargeted	667
937	1.82	1.90	compared	retargeted	668
938	1.82	1.90	compared	retargeted	669
939	1.82	1.90	compared	retargeted	670
940	1.82	1.90	compared	retargeted	671
941	1.82	1.90	compared	retargeted	672
942	1.82	1.90	compared	retargeted	673
943	1.82	1.90	compared	retargeted	674
944	1.82	1.90	compared	retargeted	675
945	1.82	1.90	compared	retargeted	676
946	1.82	1.90	compared	retargeted	677
947	1.82	1.90	compared	retargeted	680
948	1.82	1.90	compared	retargeted	681
949	1.82	1.90	compared	retargeted	682
950	1.82	1.90	compared	retargeted	683
951	1.82	1.90	compared	retargeted	684
952	1.82	1.90	compared	retargeted	685
953	1.82	1.90	compared	retargeted	686
954	1.82	1.90	compared	retargeted	687
955	1.82	1.90	compared	retargeted	688
956	1.82	1.90	compared	retargeted	689
957	1.82	1.90	compared	retargeted	690
958	1.82	1.90	compared	retargeted	691
959	1.82	1.90	compared	retargeted	692
960	1.82	1.90	compared	retargeted	693
961	1.82	1.90	compared	retargeted	694
962	1.82	1.90	compared	retargeted	695
963	1.82	1.90	compared	retargeted	700
964	1.82	1.90	compared	retargeted	701
965	1.82	1.90	compared	retargeted	702
966	1.82	1.90	compared	retargeted	703
967	1.82	1.90	compared	retargeted	704
968	1.82	1.90	compared	retargeted	705
969	1.82	1.90	compared	retargeted	706
970	1.82	1.90	compared	retargeted	707
971	1.82	1.90	compared	retargeted	708
972	1.82	1.90	compared	retargeted	709
973	1.82	1.90	compared	retargeted	710
974	1.82	1.90	compared	retargeted	711
975	1.82	1.90	compared	retargeted	712
976	1.82	1.90	compared	retargeted	713
977	1.82	1.90	compared	retargeted	714
978	1.82	1.90	compared	retargeted	715
979	1.82	1.90	compared	retargeted	716
980	1.82	1.90	compared	retargeted	717
981	1.82	1.90	compared	retargeted	718
982	1.82	1.90	compared	retargeted	719
983	1.82	1.90	compared	retargeted	720
984	1.82	1.90	compared	retargeted	721
985	1.82	1.90	compared	retargeted	722
986	1.82	1.90	compared	retargeted	723
987	1.82	1.90	compared	retargeted	724
988	1.82	1.90	compared	retargeted	725
989	1.82	1.90	compared	retargeted	726
990	1.82	1.90	compared	retargeted	800
991	1.82	1.90	compared	retargeted	801
992	1.82	1.90	compared	retargeted	802
993	1.82	1.90	compared	retargeted	803
994	1.82	1.90	compared	retargeted	804
995	1.82	1.90	compared	retargeted	805
996	1.82	1.90	compared	retargeted	806
997	1.82	1.90	compared	retargeted	807
998	1.82	1.90	compared	retargeted	808
999	1.82	1.90	compared	retargeted	809
1000	1.82	1.90	compared	retargeted	810
1001	1.82	1.90	compared	retargeted	811
1002	1.82	1.90	compared	retargeted	812
1003	1.82	1.90	compared	retargeted	813
1004	1.82	1.90	compared	retargeted	814
1005	1.82	1.90	compared	retargeted	815
1006	1.82	1.90	compared	retargeted	816
1007	1.82	1.90	compared	retargeted	817
1008	1.82	1.90	compared	retargeted	818
1009	1.82	1.90	compared	retargeted	821
1010	1.82	1.90	compared	retargeted	822
1011	1.82	1.90	compared	retargeted	823
1012	1.82	1.90	compared	retargeted	824
1013	1.82	1.90	compared	retargeted	825
1014	1.82	1.90	compared	retargeted	826
1015	1.82	1.90	compared	retargeted	830
1016	1.82	1.90	compared	retargeted	831
1017	1.82	1.90	compared	retargeted	832
1018	1.82	1.90	compared	retargeted	833
1019	1.82	1.90	compared	retargeted	834
1020	1.82	1.90	compared	retargeted	835
1021	1.82	1.90	compared	retargeted	836
1022	1.82	1.90	compared	retargeted	837
1023	1.82	1.90	compared	retargeted	838
1024	1.82	1.90	compared	retargeted	841
1025	1.82	1.90	compared	retargeted	842
1026	1.82	1.90	compared	retargeted	843
1027	1.82	1.90	compared	retargeted	844
1028	1.82	1.90	compared	retargeted	845
1029	1.82	1.90	compared	retargeted	846
1030	1.82	1.90	compared	retargeted	847
1031	1.82	1.90	compared	retargeted	861
1032	1.82	1.90	compared	retargeted	862
1033	1.82	1.90	compared	retargeted	863
1034	1.82	1.90	compared	retargeted	864
1035	1.82	1.90	compared	retargeted	865
1036	1.82	1.90	compared	retargeted	866
1037	1.82	1.90	compared	retargeted	867
1038	1.82	1.90	compared	retargeted	868
1039	1.82	1.90	compared	retargeted	869
1040	1.82	1.90	compared	retargeted	870
1041	1.82	1.90	compared	retargeted	871
1042	1.82	1.90	compared	retargeted	872
1043	1.82	1.90	compared	retargeted	873
1044	1.82	1.90	compared	retargeted	900
1045	1.82	1.90	compared	retargeted	901
1046	1.82	1.90	compared	retargeted	902
1047	1.82	1.90	compared	retargeted	903
1048	1.82	1.90	compared	retargeted	906
1049	1.82	1.90	compared	retargeted	933
1050	1.82	1.90	compared	retargeted	934
1051	1.82	1.90	compared	retargeted	935
1052	1.82	1.90	compared	retargeted	936
1053	1.82	1.90	compared	retargeted	937
1054	1.82	1.90	compared	retargeted	941
1055	1.82	1.90	compared	retargeted	942
1056	1.82	1.90	compared	retargeted	943
1057	1.82	1.90	compared	retargeted	944
1058	1.82	1.90	compared	retargeted	945
1059	1.82	1.90	compared	retargeted	946
1060	1.82	1.90	compared	retargeted	947
1061	1.90	1.91	not_compared	none	none
1062	1.91	1.92	not_compared	none	none
1063	1.93	1.94	compared	retargeted	0
1064	1.93	1.94	compared	retargeted	20
1065	1.93	1.94	compared	retargeted	42
1066	1.93	1.94	compared	retargeted	132
1067	1.93	1.94	compared	retargeted	139
1068	1.93	1.94	compared	retargeted	162
1069	1.93	1.94	compared	retargeted	164
1070	1.93	1.94	compared	retargeted	168
1071	1.93	1.94	compared	retargeted	183
1072	1.93	1.94	compared	retargeted	189
1073	1.93	1.94	compared	retargeted	195
1074	1.93	1.94	compared	retargeted	344
1075	1.93	1.94	compared	retargeted	347
1076	1.93	1.94	compared	retargeted	354
1077	1.93	1.94	compared	retargeted	371
1078	1.93	1.94	compared	retargeted	462
1079	1.93	1.94	compared	retargeted	491
1080	1.93	1.94	compared	retargeted	515
1081	1.93	1.94	compared	retargeted	934
1082	1.93	1.94	compared	retargeted	936
1083	1.93	1.94	compared	retargeted	942
1084	1.93	1.94	compared	retargeted	946
1085	1.94	1.97	not_compared	none	none
1086	1.97	2.00	not_compared	none	none
1087	2.00	2.01	compared	retargeted	0
1088	2.00	2.01	compared	retargeted	20
1089	2.00	2.01	compared	retargeted	42
1090	2.00	2.01	compared	retargeted	132
1091	2.00	2.01	compared	retargeted	139
1092	2.00	2.01	compared	retargeted	162
1093	2.00	2.01	compared	retargeted	164
1094	2.00	2.01	compared	retargeted	168
1095	2.00	2.01	compared	retargeted	183
1096	2.00	2.01	compared	retargeted	189
1097	2.00	2.01	compared	retargeted	195
1098	2.00	2.01	compared	retargeted	344
1099	2.00	2.01	compared	retargeted	347
1100	2.00	2.01	compared	retargeted	371
1101	2.00	2.01	compared	retargeted	399
1102	2.00	2.01	compared	retargeted	462
1103	2.00	2.01	compared	retargeted	491
1104	2.01	2.10	compared	class_changed	300
1105	2.01	2.10	compared	class_changed	405
1106	2.01	2.10	compared	class_changed	406
1107	2.01	2.10	compared	class_changed	407
1108	2.01	2.10	compared	class_changed	408
1109	2.01	2.10	compared	class_changed	409
1110	2.01	2.10	compared	retargeted	0
1111	2.01	2.10	compared	retargeted	20
1112	2.01	2.10	compared	retargeted	30
1113	2.01	2.10	compared	retargeted	41
1114	2.01	2.10	compared	retargeted	42
1115	2.01	2.10	compared	retargeted	43
1116	2.01	2.10	compared	retargeted	44
1117	2.01	2.10	compared	retargeted	45
1118	2.01	2.10	compared	retargeted	46
1119	2.01	2.10	compared	retargeted	47
1120	2.01	2.10	compared	retargeted	48
1121	2.01	2.10	compared	retargeted	49
1122	2.01	2.10	compared	retargeted	50
1123	2.01	2.10	compared	retargeted	51
1124	2.01	2.10	compared	retargeted	52
1125	2.01	2.10	compared	retargeted	53
1126	2.01	2.10	compared	retargeted	54
1127	2.01	2.10	compared	retargeted	55
1128	2.01	2.10	compared	retargeted	56
1129	2.01	2.10	compared	retargeted	57
1130	2.01	2.10	compared	retargeted	132
1131	2.01	2.10	compared	retargeted	139
1132	2.01	2.10	compared	retargeted	140
1133	2.01	2.10	compared	retargeted	162
1134	2.01	2.10	compared	retargeted	163
1135	2.01	2.10	compared	retargeted	164
1136	2.01	2.10	compared	retargeted	168
1137	2.01	2.10	compared	retargeted	183
1138	2.01	2.10	compared	retargeted	189
1139	2.01	2.10	compared	retargeted	195
1140	2.01	2.10	compared	retargeted	260
1141	2.01	2.10	compared	retargeted	301
1142	2.01	2.10	compared	retargeted	302
1143	2.01	2.10	compared	retargeted	312
1144	2.01	2.10	compared	retargeted	313
1145	2.01	2.10	compared	retargeted	344
1146	2.01	2.10	compared	retargeted	347
1147	2.01	2.10	compared	retargeted	371
1148	2.01	2.10	compared	retargeted	372
1149	2.01	2.10	compared	retargeted	373
1150	2.01	2.10	compared	retargeted	376
1151	2.01	2.10	compared	retargeted	377
1152	2.01	2.10	compared	retargeted	378
1153	2.01	2.10	compared	retargeted	381
1154	2.01	2.10	compared	retargeted	382
1155	2.01	2.10	compared	retargeted	383
1156	2.01	2.10	compared	retargeted	384
1157	2.01	2.10	compared	retargeted	385
1158	2.01	2.10	compared	retargeted	386
1159	2.01	2.10	compared	retargeted	389
1160	2.01	2.10	compared	retargeted	398
1161	2.01	2.10	compared	retargeted	399
1162	2.01	2.10	compared	retargeted	400
1163	2.01	2.10	compared	retargeted	401
1164	2.01	2.10	compared	retargeted	404
1165	2.01	2.10	compared	retargeted	461
1166	2.01	2.10	compared	retargeted	462
1167	2.01	2.10	compared	retargeted	463
1168	2.01	2.10	compared	retargeted	466
1169	2.01	2.10	compared	retargeted	480
1170	2.01	2.10	compared	retargeted	481
1171	2.01	2.10	compared	retargeted	482
1172	2.01	2.10	compared	retargeted	483
1173	2.01	2.10	compared	retargeted	484
1174	2.01	2.10	compared	retargeted	485
1175	2.01	2.10	compared	retargeted	486
1176	2.01	2.10	compared	retargeted	491
1177	2.01	2.10	compared	retargeted	494
1178	2.01	2.10	compared	retargeted	495
1179	2.01	2.10	compared	retargeted	498
1180	2.01	2.10	compared	retargeted	499
1181	2.01	2.10	compared	retargeted	515
1182	2.01	2.10	compared	retargeted	570
1183	2.01	2.10	compared	retargeted	571
1184	2.01	2.10	compared	retargeted	574
1185	2.01	2.10	compared	retargeted	575
1186	2.01	2.10	compared	retargeted	576
1187	2.01	2.10	compared	retargeted	577
1188	2.01	2.10	compared	retargeted	619
1189	2.01	2.10	compared	retargeted	620
1190	2.01	2.10	compared	retargeted	638
1191	2.01	2.10	compared	retargeted	666
1192	2.01	2.10	compared	retargeted	669
1193	2.01	2.10	compared	retargeted	800
1194	2.01	2.10	compared	retargeted	801
1195	2.01	2.10	compared	retargeted	802
1196	2.01	2.10	compared	retargeted	803
1197	2.01	2.10	compared	retargeted	804
1198	2.01	2.10	compared	retargeted	805
1199	2.01	2.10	compared	retargeted	806
1200	2.01	2.10	compared	retargeted	807
1201	2.01	2.10	compared	retargeted	808
1202	2.01	2.10	compared	retargeted	809
1203	2.01	2.10	compared	retargeted	810
1204	2.01	2.10	compared	retargeted	811
1205	2.01	2.10	compared	retargeted	812
1206	2.01	2.10	compared	retargeted	813
1207	2.01	2.10	compared	retargeted	814
1208	2.01	2.10	compared	retargeted	815
1209	2.01	2.10	compared	retargeted	816
1210	2.01	2.10	compared	retargeted	821
1211	2.01	2.10	compared	retargeted	822
1212	2.01	2.10	compared	retargeted	823
1213	2.01	2.10	compared	retargeted	824
1214	2.01	2.10	compared	retargeted	830
1215	2.01	2.10	compared	retargeted	831
1216	2.01	2.10	compared	retargeted	832
1217	2.01	2.10	compared	retargeted	833
1218	2.01	2.10	compared	retargeted	834
1219	2.01	2.10	compared	retargeted	835
1220	2.01	2.10	compared	retargeted	836
1221	2.01	2.10	compared	retargeted	847
1222	2.01	2.10	compared	retargeted	870
1223	2.10	2.16	not_compared	none	none
1224	2.16	2.17	not_compared	none	none
1225	2.17	2.20	compared	class_changed	300
1226	2.17	2.20	compared	class_changed	314
1227	2.17	2.20	compared	class_changed	315
1228	2.17	2.20	compared	class_changed	473
1229	2.17	2.20	compared	class_changed	566
1230	2.17	2.20	compared	class_changed	876
1231	2.17	2.20	compared	retargeted	0
1232	2.17	2.20	compared	retargeted	1
1233	2.17	2.20	compared	retargeted	2
1234	2.17	2.20	compared	retargeted	3
1235	2.17	2.20	compared	retargeted	18
1236	2.17	2.20	compared	retargeted	19
1237	2.17	2.20	compared	retargeted	20
1238	2.17	2.20	compared	retargeted	21
1239	2.17	2.20	compared	retargeted	24
1240	2.17	2.20	compared	retargeted	25
1241	2.17	2.20	compared	retargeted	26
1242	2.17	2.20	compared	retargeted	27
1243	2.17	2.20	compared	retargeted	30
1244	2.17	2.20	compared	retargeted	41
1245	2.17	2.20	compared	retargeted	42
1246	2.17	2.20	compared	retargeted	84
1247	2.17	2.20	compared	retargeted	114
1248	2.17	2.20	compared	retargeted	132
1249	2.17	2.20	compared	retargeted	139
1250	2.17	2.20	compared	retargeted	140
1251	2.17	2.20	compared	retargeted	154
1252	2.17	2.20	compared	retargeted	160
1253	2.17	2.20	compared	retargeted	161
1254	2.17	2.20	compared	retargeted	162
1255	2.17	2.20	compared	retargeted	163
1256	2.17	2.20	compared	retargeted	164
1257	2.17	2.20	compared	retargeted	168
1258	2.17	2.20	compared	retargeted	183
1259	2.17	2.20	compared	retargeted	189
1260	2.17	2.20	compared	retargeted	195
1261	2.17	2.20	compared	retargeted	196
1262	2.17	2.20	compared	retargeted	197
1263	2.17	2.20	compared	retargeted	198
1264	2.17	2.20	compared	retargeted	199
1265	2.17	2.20	compared	retargeted	230
1266	2.17	2.20	compared	retargeted	231
1267	2.17	2.20	compared	retargeted	232
1268	2.17	2.20	compared	retargeted	233
1269	2.17	2.20	compared	retargeted	234
1270	2.17	2.20	compared	retargeted	235
1271	2.17	2.20	compared	retargeted	236
1272	2.17	2.20	compared	retargeted	237
1273	2.17	2.20	compared	retargeted	238
1274	2.17	2.20	compared	retargeted	239
1275	2.17	2.20	compared	retargeted	240
1276	2.17	2.20	compared	retargeted	260
1277	2.17	2.20	compared	retargeted	301
1278	2.17	2.20	compared	retargeted	302
1279	2.17	2.20	compared	retargeted	303
1280	2.17	2.20	compared	retargeted	304
1281	2.17	2.20	compared	retargeted	305
1282	2.17	2.20	compared	retargeted	306
1283	2.17	2.20	compared	retargeted	307
1284	2.17	2.20	compared	retargeted	308
1285	2.17	2.20	compared	retargeted	309
1286	2.17	2.20	compared	retargeted	310
1287	2.17	2.20	compared	retargeted	311
1288	2.17	2.20	compared	retargeted	312
1289	2.17	2.20	compared	retargeted	313
1290	2.17	2.20	compared	retargeted	328
1291	2.17	2.20	compared	retargeted	329
1292	2.17	2.20	compared	retargeted	332
1293	2.17	2.20	compared	retargeted	339
1294	2.17	2.20	compared	retargeted	340
1295	2.17	2.20	compared	retargeted	341
1296	2.17	2.20	compared	retargeted	344
1297	2.17	2.20	compared	retargeted	347
1298	2.17	2.20	compared	retargeted	360
1299	2.17	2.20	compared	retargeted	371
1300	2.17	2.20	compared	retargeted	372
1301	2.17	2.20	compared	retargeted	373
1302	2.17	2.20	compared	retargeted	376
1303	2.17	2.20	compared	retargeted	377
1304	2.17	2.20	compared	retargeted	378
1305	2.17	2.20	compared	retargeted	382
1306	2.17	2.20	compared	retargeted	385
1307	2.17	2.20	compared	retargeted	386
1308	2.17	2.20	compared	retargeted	389
1309	2.17	2.20	compared	retargeted	398
1310	2.17	2.20	compared	retargeted	399
1311	2.17	2.20	compared	retargeted	400
1312	2.17	2.20	compared	retargeted	401
1313	2.17	2.20	compared	retargeted	454
1314	2.17	2.20	compared	retargeted	461
1315	2.17	2.20	compared	retargeted	462
1316	2.17	2.20	compared	retargeted	472
1317	2.17	2.20	compared	retargeted	480
1318	2.17	2.20	compared	retargeted	481
1319	2.17	2.20	compared	retargeted	482
1320	2.17	2.20	compared	retargeted	485
1321	2.17	2.20	compared	retargeted	486
1322	2.17	2.20	compared	retargeted	491
1323	2.17	2.20	compared	retargeted	498
1324	2.17	2.20	compared	retargeted	499
1325	2.17	2.20	compared	retargeted	500
1326	2.17	2.20	compared	retargeted	501
1327	2.17	2.20	compared	retargeted	515
1328	2.17	2.20	compared	retargeted	541
1329	2.17	2.20	compared	retargeted	545
1330	2.17	2.20	compared	retargeted	549
1331	2.17	2.20	compared	retargeted	565
1332	2.17	2.20	compared	retargeted	570
1333	2.17	2.20	compared	retargeted	571
1334	2.17	2.20	compared	retargeted	572
1335	2.17	2.20	compared	retargeted	573
1336	2.17	2.20	compared	retargeted	574
1337	2.17	2.20	compared	retargeted	575
1338	2.17	2.20	compared	retargeted	576
1339	2.17	2.20	compared	retargeted	577
1340	2.17	2.20	compared	retargeted	590
1341	2.17	2.20	compared	retargeted	593
1342	2.17	2.20	compared	retargeted	596
1343	2.17	2.20	compared	retargeted	599
1344	2.17	2.20	compared	retargeted	600
1345	2.17	2.20	compared	retargeted	601
1346	2.17	2.20	compared	retargeted	602
1347	2.17	2.20	compared	retargeted	603
1348	2.17	2.20	compared	retargeted	604
1349	2.17	2.20	compared	retargeted	605
1350	2.17	2.20	compared	retargeted	606
1351	2.17	2.20	compared	retargeted	607
1352	2.17	2.20	compared	retargeted	608
1353	2.17	2.20	compared	retargeted	612
1354	2.17	2.20	compared	retargeted	615
1355	2.17	2.20	compared	retargeted	616
1356	2.17	2.20	compared	retargeted	617
1357	2.17	2.20	compared	retargeted	618
1358	2.17	2.20	compared	retargeted	619
1359	2.17	2.20	compared	retargeted	620
1360	2.17	2.20	compared	retargeted	626
1361	2.17	2.20	compared	retargeted	627
1362	2.17	2.20	compared	retargeted	638
1363	2.17	2.20	compared	retargeted	666
1364	2.17	2.20	compared	retargeted	669
1365	2.17	2.20	compared	retargeted	700
1366	2.17	2.20	compared	retargeted	701
1367	2.17	2.20	compared	retargeted	702
1368	2.17	2.20	compared	retargeted	703
1369	2.17	2.20	compared	retargeted	704
1370	2.17	2.20	compared	retargeted	705
1371	2.17	2.20	compared	retargeted	706
1372	2.17	2.20	compared	retargeted	707
1373	2.17	2.20	compared	retargeted	708
1374	2.17	2.20	compared	retargeted	709
1375	2.17	2.20	compared	retargeted	710
1376	2.17	2.20	compared	retargeted	711
1377	2.17	2.20	compared	retargeted	723
