record	from_fw	to_fw	comparison	kind	ordinal
2043	2.60	2.70	compared	retargeted	501
2044	2.60	2.70	compared	retargeted	502
2045	2.60	2.70	compared	retargeted	512
2046	2.60	2.70	compared	retargeted	515
2047	2.60	2.70	compared	retargeted	530
2048	2.60	2.70	compared	retargeted	531
2049	2.60	2.70	compared	retargeted	532
2050	2.60	2.70	compared	retargeted	540
2051	2.60	2.70	compared	retargeted	541
2052	2.60	2.70	compared	retargeted	542
2053	2.60	2.70	compared	retargeted	549
2054	2.60	2.70	compared	retargeted	550
2055	2.60	2.70	compared	retargeted	551
2056	2.60	2.70	compared	retargeted	552
2057	2.60	2.70	compared	retargeted	556
2058	2.60	2.70	compared	retargeted	559
2059	2.60	2.70	compared	retargeted	563
2060	2.60	2.70	compared	retargeted	564
2061	2.60	2.70	compared	retargeted	565
2062	2.60	2.70	compared	retargeted	566
2063	2.60	2.70	compared	retargeted	570
2064	2.60	2.70	compared	retargeted	574
2065	2.60	2.70	compared	retargeted	575
2066	2.60	2.70	compared	retargeted	576
2067	2.60	2.70	compared	retargeted	577
2068	2.60	2.70	compared	retargeted	580
2069	2.60	2.70	compared	retargeted	583
2070	2.60	2.70	compared	retargeted	584
2071	2.60	2.70	compared	retargeted	585
2072	2.60	2.70	compared	retargeted	586
2073	2.60	2.70	compared	retargeted	587
2074	2.60	2.70	compared	retargeted	590
2075	2.60	2.70	compared	retargeted	593
2076	2.60	2.70	compared	retargeted	598
2077	2.60	2.70	compared	retargeted	599
2078	2.60	2.70	compared	retargeted	609
2079	2.60	2.70	compared	retargeted	610
2080	2.60	2.70	compared	retargeted	611
2081	2.60	2.70	compared	retargeted	620
2082	2.60	2.70	compared	retargeted	630
2083	2.60	2.70	compared	retargeted	631
2084	2.60	2.70	compared	retargeted	635
2085	2.60	2.70	compared	retargeted	638
2086	2.60	2.70	compared	retargeted	639
2087	2.60	2.70	compared	retargeted	666
2088	2.60	2.70	compared	retargeted	667
2089	2.60	2.70	compared	retargeted	668
2090	2.60	2.70	compared	retargeted	669
2091	2.60	2.70	compared	retargeted	670
2092	2.60	2.70	compared	retargeted	671
2093	2.60	2.70	compared	retargeted	672
2094	2.60	2.70	compared	retargeted	673
2095	2.60	2.70	compared	retargeted	674
2096	2.60	2.70	compared	retargeted	675
2097	2.60	2.70	compared	retargeted	676
2098	2.60	2.70	compared	retargeted	677
2099	2.60	2.70	compared	retargeted	696
2100	2.60	2.70	compared	retargeted	700
2101	2.60	2.70	compared	retargeted	701
2102	2.60	2.70	compared	retargeted	702
2103	2.60	2.70	compared	retargeted	703
2104	2.60	2.70	compared	retargeted	704
2105	2.60	2.70	compared	retargeted	705
2106	2.60	2.70	compared	retargeted	706
2107	2.60	2.70	compared	retargeted	707
2108	2.60	2.70	compared	retargeted	708
2109	2.60	2.70	compared	retargeted	709
2110	2.60	2.70	compared	retargeted	710
2111	2.60	2.70	compared	retargeted	711
2112	2.60	2.70	compared	retargeted	712
2113	2.60	2.70	compared	retargeted	713
2114	2.60	2.70	compared	retargeted	714
2115	2.60	2.70	compared	retargeted	715
2116	2.60	2.70	compared	retargeted	716
2117	2.60	2.70	compared	retargeted	717
2118	2.60	2.70	compared	retargeted	718
2119	2.60	2.70	compared	retargeted	724
2120	2.60	2.70	compared	retargeted	725
2121	2.60	2.70	compared	retargeted	726
2122	2.60	2.70	compared	retargeted	800
2123	2.60	2.70	compared	retargeted	801
2124	2.60	2.70	compared	retargeted	804
2125	2.60	2.70	compared	retargeted	805
2126	2.60	2.70	compared	retargeted	808
2127	2.60	2.70	compared	retargeted	809
2128	2.60	2.70	compared	retargeted	810
2129	2.60	2.70	compared	retargeted	811
2130	2.60	2.70	compared	retargeted	812
2131	2.60	2.70	compared	retargeted	813
2132	2.60	2.70	compared	retargeted	816
2133	2.60	2.70	compared	retargeted	817
2134	2.60	2.70	compared	retargeted	820
2135	2.60	2.70	compared	retargeted	821
2136	2.60	2.70	compared	retargeted	822
2137	2.60	2.70	compared	retargeted	829
2138	2.60	2.70	compared	retargeted	830
2139	2.60	2.70	compared	retargeted	831
2140	2.60	2.70	compared	retargeted	834
2141	2.60	2.70	compared	retargeted	835
2142	2.60	2.70	compared	retargeted	846
2143	2.60	2.70	compared	retargeted	847
2144	2.60	2.70	compared	retargeted	861
2145	2.60	2.70	compared	retargeted	862
2146	2.60	2.70	compared	retargeted	863
2147	2.60	2.70	compared	retargeted	864
2148	2.60	2.70	compared	retargeted	867
2149	2.60	2.70	compared	retargeted	868
2150	2.60	2.70	compared	retargeted	869
2151	2.60	2.70	compared	retargeted	870
2152	2.60	2.70	compared	retargeted	871
2153	2.60	2.70	compared	retargeted	872
2154	2.60	2.70	compared	retargeted	873
2155	2.60	2.70	compared	retargeted	874
2156	2.60	2.70	compared	retargeted	875
2157	2.60	2.70	compared	retargeted	876
2158	2.60	2.70	compared	retargeted	877
2159	2.60	2.70	compared	retargeted	878
2160	2.60	2.70	compared	retargeted	879
2161	2.70	2.75	not_compared	none	none
2162	2.75	2.76	not_compared	none	none
2163	2.76	2.80	compared	class_changed	58
2164	2.76	2.80	compared	class_changed	148
2165	2.76	2.80	compared	class_changed	248
2166	2.76	2.80	compared	class_changed	249
2167	2.76	2.80	compared	class_changed	250
2168	2.76	2.80	compared	class_changed	578
2169	2.76	2.80	compared	retargeted	0
2170	2.76	2.80	compared	retargeted	20
2171	2.76	2.80	compared	retargeted	41
2172	2.76	2.80	compared	retargeted	42
2173	2.76	2.80	compared	retargeted	43
2174	2.76	2.80	compared	retargeted	44
2175	2.76	2.80	compared	retargeted	45
2176	2.76	2.80	compared	retargeted	46
2177	2.76	2.80	compared	retargeted	47
2178	2.76	2.80	compared	retargeted	48
2179	2.76	2.80	compared	retargeted	49
2180	2.76	2.80	compared	retargeted	53
2181	2.76	2.80	compared	retargeted	56
2182	2.76	2.80	compared	retargeted	57
2183	2.76	2.80	compared	retargeted	80
2184	2.76	2.80	compared	retargeted	81
2185	2.76	2.80	compared	retargeted	84
2186	2.76	2.80	compared	retargeted	88
2187	2.76	2.80	compared	retargeted	89
2188	2.76	2.80	compared	retargeted	119
2189	2.76	2.80	compared	retargeted	120
2190	2.76	2.80	compared	retargeted	121
2191	2.76	2.80	compared	retargeted	122
2192	2.76	2.80	compared	retargeted	127
2193	2.76	2.80	compared	retargeted	143
2194	2.76	2.80	compared	retargeted	146
2195	2.76	2.80	compared	retargeted	147
2196	2.76	2.80	compared	retargeted	149
2197	2.76	2.80	compared	retargeted	162
2198	2.76	2.80	compared	retargeted	163
2199	2.76	2.80	compared	retargeted	164
2200	2.76	2.80	compared	retargeted	168
2201	2.76	2.80	compared	retargeted	169
2202	2.76	2.80	compared	retargeted	170
2203	2.76	2.80	compared	retargeted	171
2204	2.76	2.80	compared	retargeted	172
2205	2.76	2.80	compared	retargeted	183
2206	2.76	2.80	compared	retargeted	184
2207	2.76	2.80	compared	retargeted	185
2208	2.76	2.80	compared	retargeted	186
2209	2.76	2.80	compared	retargeted	189
2210	2.76	2.80	compared	retargeted	195
2211	2.76	2.80	compared	retargeted	244
2212	2.76	2.80	compared	retargeted	245
2213	2.76	2.80	compared	retargeted	246
2214	2.76	2.80	compared	retargeted	247
2215	2.76	2.80	compared	retargeted	260
2216	2.76	2.80	compared	retargeted	344
2217	2.76	2.80	compared	retargeted	347
2218	2.76	2.80	compared	retargeted	371
2219	2.76	2.80	compared	retargeted	398
2220	2.76	2.80	compared	retargeted	399
2221	2.76	2.80	compared	retargeted	412
2222	2.76	2.80	compared	retargeted	461
2223	2.76	2.80	compared	retargeted	462
2224	2.76	2.80	compared	retargeted	491
2225	2.76	2.80	compared	retargeted	515
2226	2.76	2.80	compared	retargeted	541
2227	2.76	2.80	compared	retargeted	542
2228	2.76	2.80	compared	retargeted	549
2229	2.76	2.80	compared	retargeted	550
2230	2.76	2.80	compared	retargeted	556
2231	2.76	2.80	compared	retargeted	563
2232	2.76	2.80	compared	retargeted	564
2233	2.76	2.80	compared	retargeted	565
2234	2.76	2.80	compared	retargeted	566
2235	2.76	2.80	compared	retargeted	576
2236	2.76	2.80	compared	retargeted	577
2237	2.76	2.80	compared	retargeted	579
2238	2.76	2.80	compared	retargeted	620
2239	2.76	2.80	compared	retargeted	621
2240	2.76	2.80	compared	retargeted	635
2241	2.76	2.80	compared	retargeted	638
2242	2.76	2.80	compared	retargeted	639
2243	2.76	2.80	compared	retargeted	669
2244	2.76	2.80	compared	retargeted	674
2245	2.76	2.80	compared	retargeted	675
2246	2.76	2.80	compared	retargeted	676
2247	2.76	2.80	compared	retargeted	677
2248	2.76	2.80	compared	retargeted	800
2249	2.76	2.80	compared	retargeted	801
2250	2.76	2.80	compared	retargeted	804
2251	2.76	2.80	compared	retargeted	805
2252	2.76	2.80	compared	retargeted	808
2253	2.76	2.80	compared	retargeted	809
2254	2.76	2.80	compared	retargeted	810
2255	2.76	2.80	compared	retargeted	811
2256	2.76	2.80	compared	retargeted	812
2257	2.76	2.80	compared	retargeted	813
2258	2.76	2.80	compared	retargeted	816
2259	2.76	2.80	compared	retargeted	817
2260	2.76	2.80	compared	retargeted	821
2261	2.76	2.80	compared	retargeted	822
2262	2.76	2.80	compared	retargeted	829
2263	2.76	2.80	compared	retargeted	830
2264	2.76	2.80	compared	retargeted	831
2265	2.76	2.80	compared	retargeted	834
2266	2.76	2.80	compared	retargeted	835
2267	2.76	2.80	compared	retargeted	836
2268	2.76	2.80	compared	retargeted	837
2269	2.76	2.80	compared	retargeted	838
2270	2.76	2.80	compared	retargeted	846
2271	2.76	2.80	compared	retargeted	847
2272	2.76	2.80	compared	retargeted	870
2273	2.80	3.00	compared	class_changed	253
2274	2.80	3.00	compared	class_changed	474
2275	2.80	3.00	compared	class_changed	475
2276	2.80	3.00	compared	class_changed	679
2277	2.80	3.00	compared	retargeted	0
2278	2.80	3.00	compared	retargeted	20
2279	2.80	3.00	compared	retargeted	41
2280	2.80	3.00	compared	retargeted	42
2281	2.80	3.00	compared	retargeted	149
2282	2.80	3.00	compared	retargeted	162
2283	2.80	3.00	compared	retargeted	163
2284	2.80	3.00	compared	retargeted	164
2285	2.80	3.00	compared	retargeted	168
2286	2.80	3.00	compared	retargeted	171
2287	2.80	3.00	compared	retargeted	172
2288	2.80	3.00	compared	retargeted	183
2289	2.80	3.00	compared	retargeted	184
2290	2.80	3.00	compared	retargeted	189
2291	2.80	3.00	compared	retargeted	195
2292	2.80	3.00	compared	retargeted	250
2293	2.80	3.00	compared	retargeted	251
2294	2.80	3.00	compared	retargeted	252
2295	2.80	3.00	compared	retargeted	260
2296	2.80	3.00	compared	retargeted	326
2297	2.80	3.00	compared	retargeted	327
2298	2.80	3.00	compared	retargeted	328
2299	2.80	3.00	compared	retargeted	329
2300	2.80	3.00	compared	retargeted	332
2301	2.80	3.00	compared	retargeted	333
2302	2.80	3.00	compared	retargeted	334
2303	2.80	3.00	compared	retargeted	335
2304	2.80	3.00	compared	retargeted	336
2305	2.80	3.00	compared	retargeted	337
2306	2.80	3.00	compared	retargeted	338
2307	2.80	3.00	compared	retargeted	339
2308	2.80	3.00	compared	retargeted	340
2309	2.80	3.00	compared	retargeted	341
2310	2.80	3.00	compared	retargeted	344
2311	2.80	3.00	compared	retargeted	347
2312	2.80	3.00	compared	retargeted	348
2313	2.80	3.00	compared	retargeted	349
2314	2.80	3.00	compared	retargeted	350
2315	2.80	3.00	compared	retargeted	351
2316	2.80	3.00	compared	retargeted	352
2317	2.80	3.00	compared	retargeted	356
2318	2.80	3.00	compared	retargeted	357
2319	2.80	3.00	compared	retargeted	358
2320	2.80	3.00	compared	retargeted	359
2321	2.80	3.00	compared	retargeted	360
2322	2.80	3.00	compared	retargeted	361
2323	2.80	3.00	compared	retargeted	362
2324	2.80	3.00	compared	retargeted	363
2325	2.80	3.00	compared	retargeted	371
2326	2.80	3.00	compared	retargeted	412
2327	2.80	3.00	compared	retargeted	461
2328	2.80	3.00	compared	retargeted	462
2329	2.80	3.00	compared	retargeted	470
2330	2.80	3.00	compared	retargeted	471
2331	2.80	3.00	compared	retargeted	472
2332	2.80	3.00	compared	retargeted	473
2333	2.80	3.00	compared	retargeted	476
2334	2.80	3.00	compared	retargeted	491
2335	2.80	3.00	compared	retargeted	515
2336	2.80	3.00	compared	retargeted	576
2337	2.80	3.00	compared	retargeted	577
2338	2.80	3.00	compared	retargeted	578
2339	2.80	3.00	compared	retargeted	579
2340	2.80	3.00	compared	retargeted	620
2341	2.80	3.00	compared	retargeted	621
2342	2.80	3.00	compared	retargeted	635
2343	2.80	3.00	compared	retargeted	638
2344	2.80	3.00	compared	retargeted	666
2345	2.80	3.00	compared	retargeted	667
2346	2.80	3.00	compared	retargeted	676
2347	2.80	3.00	compared	retargeted	677
2348	2.80	3.00	compared	retargeted	678
2349	2.80	3.00	compared	retargeted	870
2350	3.00	3.01	compared	retargeted	0
2351	3.00	3.01	compared	retargeted	20
2352	3.00	3.01	compared	retargeted	41
2353	3.00	3.01	compared	retargeted	42
2354	3.00	3.01	compared	retargeted	149
2355	3.00	3.01	compared	retargeted	162
2356	3.00	3.01	compared	retargeted	163
2357	3.00	3.01	compared	retargeted	164
2358	3.00	3.01	compared	retargeted	168
2359	3.00	3.01	compared	retargeted	183
2360	3.00	3.01	compared	retargeted	189
2361	3.00	3.01	compared	retargeted	195
2362	3.00	3.01	compared	retargeted	260
2363	3.00	3.01	compared	retargeted	344
2364	3.00	3.01	compared	retargeted	347
2365	3.00	3.01	compared	retargeted	371
2366	3.00	3.01	compared	retargeted	412
2367	3.00	3.01	compared	retargeted	461
2368	3.00	3.01	compared	retargeted	462
2369	3.00	3.01	compared	retargeted	491
2370	3.00	3.01	compared	retargeted	515
2371	3.00	3.01	compared	retargeted	576
2372	3.00	3.01	compared	retargeted	579
2373	3.00	3.01	compared	retargeted	678
2374	3.00	3.01	compared	retargeted	870
2375	3.01	3.10	compared	class_changed	622
2376	3.01	3.10	compared	class_changed	900
2377	3.01	3.10	compared	class_changed	902
2378	3.01	3.10	compared	class_changed	903
2379	3.01	3.10	compared	class_changed	906
2380	3.01	3.10	compared	class_changed	909
2381	3.01	3.10	compared	class_changed	910
2382	3.01	3.10	compared	class_changed	911
2383	3.01	3.10	compared	class_changed	914
2384	3.01	3.10	compared	class_changed	933
2385	3.01	3.10	compared	class_changed	935
2386	3.01	3.10	compared	class_changed	937
2387	3.01	3.10	compared	class_changed	941
2388	3.01	3.10	compared	class_changed	943
2389	3.01	3.10	compared	class_changed	944
2390	3.01	3.10	compared	class_changed	945
2391	3.01	3.10	compared	class_changed	947
2392	3.01	3.10	compared	class_changed	951
2393	3.01	3.10	compared	class_changed	957
2394	3.01	3.10	compared	class_changed	959
2395	3.01	3.10	compared	class_changed	971
2396	3.01	3.10	compared	class_changed	972
2397	3.01	3.10	compared	class_changed	974
2398	3.01	3.10	compared	class_changed	975
2399	3.01	3.10	compared	class_changed	976
2400	3.01	3.10	compared	class_changed	977
2401	3.01	3.10	compared	class_changed	978
2402	3.01	3.10	compared	class_changed	979
2403	3.01	3.10	compared	class_changed	980
2404	3.01	3.10	compared	class_changed	981
2405	3.01	3.10	compared	class_changed	982
2406	3.01	3.10	compared	class_changed	983
2407	3.01	3.10	compared	class_changed	984
2408	3.01	3.10	compared	class_changed	985
2409	3.01	3.10	compared	class_changed	986
2410	3.01	3.10	compared	class_changed	987
2411	3.01	3.10	compared	retargeted	0
2412	3.01	3.10	compared	retargeted	1
2413	3.01	3.10	compared	retargeted	2
2414	3.01	3.10	compared	retargeted	3
2415	3.01	3.10	compared	retargeted	14
2416	3.01	3.10	compared	retargeted	18
2417	3.01	3.10	compared	retargeted	19
2418	3.01	3.10	compared	retargeted	20
2419	3.01	3.10	compared	retargeted	21
2420	3.01	3.10	compared	retargeted	24
2421	3.01	3.10	compared	retargeted	25
2422	3.01	3.10	compared	retargeted	26
2423	3.01	3.10	compared	retargeted	27
2424	3.01	3.10	compared	retargeted	30
2425	3.01	3.10	compared	retargeted	31
2426	3.01	3.10	compared	retargeted	41
2427	3.01	3.10	compared	retargeted	42
2428	3.01	3.10	compared	retargeted	43
2429	3.01	3.10	compared	retargeted	46
2430	3.01	3.10	compared	retargeted	52
2431	3.01	3.10	compared	retargeted	56
2432	3.01	3.10	compared	retargeted	84
2433	3.01	3.10	compared	retargeted	88
2434	3.01	3.10	compared	retargeted	89
2435	3.01	3.10	compared	retargeted	114
2436	3.01	3.10	compared	retargeted	117
2437	3.01	3.10	compared	retargeted	118
2438	3.01	3.10	compared	retargeted	132
2439	3.01	3.10	compared	retargeted	139
2440	3.01	3.10	compared	retargeted	140
2441	3.01	3.10	compared	retargeted	149
2442	3.01	3.10	compared	retargeted	150
2443	3.01	3.10	compared	retargeted	151
2444	3.01	3.10	compared	retargeted	160
2445	3.01	3.10	compared	retargeted	161
2446	3.01	3.10	compared	retargeted	162
2447	3.01	3.10	compared	retargeted	163
2448	3.01	3.10	compared	retargeted	164
2449	3.01	3.10	compared	retargeted	168
2450	3.01	3.10	compared	retargeted	169
2451	3.01	3.10	compared	retargeted	170
2452	3.01	3.10	compared	retargeted	171
2453	3.01	3.10	compared	retargeted	172
2454	3.01	3.10	compared	retargeted	183
2455	3.01	3.10	compared	retargeted	184
2456	3.01	3.10	compared	retargeted	189
2457	3.01	3.10	compared	retargeted	195
2458	3.01	3.10	compared	retargeted	198
2459	3.01	3.10	compared	retargeted	199
2460	3.01	3.10	compared	retargeted	230
2461	3.01	3.10	compared	retargeted	231
2462	3.01	3.10	compared	retargeted	232
2463	3.01	3.10	compared	retargeted	233
2464	3.01	3.10	compared	retargeted	234
2465	3.01	3.10	compared	retargeted	235
2466	3.01	3.10	compared	retargeted	236
2467	3.01	3.10	compared	retargeted	237
2468	3.01	3.10	compared	retargeted	238
2469	3.01	3.10	compared	retargeted	239
2470	3.01	3.10	compared	retargeted	240
2471	3.01	3.10	compared	retargeted	250
2472	3.01	3.10	compared	retargeted	251
2473	3.01	3.10	compared	retargeted	252
2474	3.01	3.10	compared	retargeted	253
2475	3.01	3.10	compared	retargeted	260
2476	3.01	3.10	compared	retargeted	300
2477	3.01	3.10	compared	retargeted	301
2478	3.01	3.10	compared	retargeted	302
2479	3.01	3.10	compared	retargeted	303
2480	3.01	3.10	compared	retargeted	304
2481	3.01	3.10	compared	retargeted	305
2482	3.01	3.10	compared	retargeted	306
2483	3.01	3.10	compared	retargeted	307
2484	3.01	3.10	compared	retargeted	308
2485	3.01	3.10	compared	retargeted	309
2486	3.01	3.10	compared	retargeted	344
2487	3.01	3.10	compared	retargeted	347
2488	3.01	3.10	compared	retargeted	371
2489	3.01	3.10	compared	retargeted	389
2490	3.01	3.10	compared	retargeted	400
2491	3.01	3.10	compared	retargeted	401
2492	3.01	3.10	compared	retargeted	404
2493	3.01	3.10	compared	retargeted	412
2494	3.01	3.10	compared	retargeted	450
2495	3.01	3.10	compared	retargeted	454
2496	3.01	3.10	compared	retargeted	461
2497	3.01	3.10	compared	retargeted	462
2498	3.01	3.10	compared	retargeted	463
2499	3.01	3.10	compared	retargeted	464
2500	3.01	3.10	compared	retargeted	465
2501	3.01	3.10	compared	retargeted	466
2502	3.01	3.10	compared	retargeted	467
2503	3.01	3.10	compared	retargeted	476
2504	3.01	3.10	compared	retargeted	480
2505	3.01	3.10	compared	retargeted	481
2506	3.01	3.10	compared	retargeted	482
2507	3.01	3.10	compared	retargeted	485
2508	3.01	3.10	compared	retargeted	486
2509	3.01	3.10	compared	retargeted	491
2510	3.01	3.10	compared	retargeted	497
2511	3.01	3.10	compared	retargeted	498
2512	3.01	3.10	compared	retargeted	499
2513	3.01	3.10	compared	retargeted	500
2514	3.01	3.10	compared	retargeted	512
2515	3.01	3.10	compared	retargeted	515
2516	3.01	3.10	compared	retargeted	530
2517	3.01	3.10	compared	retargeted	541
2518	3.01	3.10	compared	retargeted	542
2519	3.01	3.10	compared	retargeted	574
2520	3.01	3.10	compared	retargeted	575
2521	3.01	3.10	compared	retargeted	576
2522	3.01	3.10	compared	retargeted	577
2523	3.01	3.10	compared	retargeted	578
2524	3.01	3.10	compared	retargeted	579
2525	3.01	3.10	compared	retargeted	585
2526	3.01	3.10	compared	retargeted	586
2527	3.01	3.10	compared	retargeted	587
2528	3.01	3.10	compared	retargeted	590
2529	3.01	3.10	compared	retargeted	593
2530	3.01	3.10	compared	retargeted	602
2531	3.01	3.10	compared	retargeted	609
2532	3.01	3.10	compared	retargeted	610
2533	3.01	3.10	compared	retargeted	611
2534	3.01	3.10	compared	retargeted	616
2535	3.01	3.10	compared	retargeted	619
2536	3.01	3.10	compared	retargeted	620
2537	3.01	3.10	compared	retargeted	621
2538	3.01	3.10	compared	retargeted	623
2539	3.01	3.10	compared	retargeted	630
2540	3.01	3.10	compared	retargeted	631
2541	3.01	3.10	compared	retargeted	635
2542	3.01	3.10	compared	retargeted	638
2543	3.01	3.10	compared	retargeted	639
2544	3.01	3.10	compared	retargeted	666
2545	3.01	3.10	compared	retargeted	667
2546	3.01	3.10	compared	retargeted	668
2547	3.01	3.10	compared	retargeted	669
2548	3.01	3.10	compared	retargeted	670
2549	3.01	3.10	compared	retargeted	671
2550	3.01	3.10	compared	retargeted	672
2551	3.01	3.10	compared	retargeted	673
2552	3.01	3.10	compared	retargeted	674
2553	3.01	3.10	compared	retargeted	675
2554	3.01	3.10	compared	retargeted	676
2555	3.01	3.10	compared	retargeted	677
2556	3.01	3.10	compared	retargeted	678
2557	3.01	3.10	compared	retargeted	679
2558	3.01	3.10	compared	retargeted	696
2559	3.01	3.10	compared	retargeted	700
2560	3.01	3.10	compared	retargeted	701
2561	3.01	3.10	compared	retargeted	702
2562	3.01	3.10	compared	retargeted	703
2563	3.01	3.10	compared	retargeted	704
2564	3.01	3.10	compared	retargeted	705
2565	3.01	3.10	compared	retargeted	706
2566	3.01	3.10	compared	retargeted	707
2567	3.01	3.10	compared	retargeted	708
2568	3.01	3.10	compared	retargeted	709
2569	3.01	3.10	compared	retargeted	710
2570	3.01	3.10	compared	retargeted	711
2571	3.01	3.10	compared	retargeted	712
2572	3.01	3.10	compared	retargeted	713
2573	3.01	3.10	compared	retargeted	714
2574	3.01	3.10	compared	retargeted	715
2575	3.01	3.10	compared	retargeted	716
2576	3.01	3.10	compared	retargeted	717
2577	3.01	3.10	compared	retargeted	718
2578	3.01	3.10	compared	retargeted	721
2579	3.01	3.10	compared	retargeted	722
2580	3.01	3.10	compared	retargeted	723
2581	3.01	3.10	compared	retargeted	724
2582	3.01	3.10	compared	retargeted	800
2583	3.01	3.10	compared	retargeted	801
2584	3.01	3.10	compared	retargeted	804
2585	3.01	3.10	compared	retargeted	805
2586	3.01	3.10	compared	retargeted	806
2587	3.01	3.10	compared	retargeted	807
2588	3.01	3.10	compared	retargeted	808
2589	3.01	3.10	compared	retargeted	809
2590	3.01	3.10	compared	retargeted	810
2591	3.01	3.10	compared	retargeted	811
2592	3.01	3.10	compared	retargeted	812
2593	3.01	3.10	compared	retargeted	813
2594	3.01	3.10	compared	retargeted	814
2595	3.01	3.10	compared	retargeted	815
2596	3.01	3.10	compared	retargeted	816
2597	3.01	3.10	compared	retargeted	817
2598	3.01	3.10	compared	retargeted	820
2599	3.01	3.10	compared	retargeted	821
2600	3.01	3.10	compared	retargeted	822
2601	3.01	3.10	compared	retargeted	829
2602	3.01	3.10	compared	retargeted	830
2603	3.01	3.10	compared	retargeted	831
2604	3.01	3.10	compared	retargeted	834
2605	3.01	3.10	compared	retargeted	835
2606	3.01	3.10	compared	retargeted	836
2607	3.01	3.10	compared	retargeted	837
2608	3.01	3.10	compared	retargeted	841
2609	3.01	3.10	compared	retargeted	842
2610	3.01	3.10	compared	retargeted	846
2611	3.01	3.10	compared	retargeted	847
2612	3.01	3.10	compared	retargeted	861
2613	3.01	3.10	compared	retargeted	862
2614	3.01	3.10	compared	retargeted	863
2615	3.01	3.10	compared	retargeted	864
2616	3.01	3.10	compared	retargeted	865
2617	3.01	3.10	compared	retargeted	866
2618	3.01	3.10	compared	retargeted	867
2619	3.01	3.10	compared	retargeted	868
2620	3.01	3.10	compared	retargeted	869
2621	3.01	3.10	compared	retargeted	870
2622	3.01	3.10	compared	retargeted	871
2623	3.01	3.10	compared	retargeted	872
2624	3.01	3.10	compared	retargeted	873
2625	3.01	3.10	compared	retargeted	874
2626	3.01	3.10	compared	retargeted	875
2627	3.01	3.10	compared	retargeted	876
2628	3.01	3.10	compared	retargeted	879
2629	3.01	3.10	compared	retargeted	901
2630	3.01	3.10	compared	retargeted	934
2631	3.01	3.10	compared	retargeted	936
2632	3.01	3.10	compared	retargeted	942
2633	3.01	3.10	compared	retargeted	946
2634	3.01	3.10	compared	retargeted	958
2635	3.01	3.10	compared	retargeted	973
2636	3.10	3.15	compared	retargeted	0
2637	3.10	3.15	compared	retargeted	20
2638	3.10	3.15	compared	retargeted	41
2639	3.10	3.15	compared	retargeted	42
2640	3.10	3.15	compared	retargeted	149
2641	3.10	3.15	compared	retargeted	162
2642	3.10	3.15	compared	retargeted	163
2643	3.10	3.15	compared	retargeted	164
2644	3.10	3.15	compared	retargeted	168
2645	3.10	3.15	compared	retargeted	183
2646	3.10	3.15	compared	retargeted	189
2647	3.10	3.15	compared	retargeted	195
2648	3.10	3.15	compared	retargeted	260
2649	3.10	3.15	compared	retargeted	344
2650	3.10	3.15	compared	retargeted	347
2651	3.10	3.15	compared	retargeted	371
2652	3.10	3.15	compared	retargeted	412
2653	3.10	3.15	compared	retargeted	461
2654	3.10	3.15	compared	retargeted	462
2655	3.10	3.15	compared	retargeted	491
2656	3.10	3.15	compared	retargeted	515
2657	3.10	3.15	compared	retargeted	576
2658	3.10	3.15	compared	retargeted	579
2659	3.10	3.15	compared	retargeted	678
2660	3.10	3.15	compared	retargeted	870
2661	3.10	3.15	compared	retargeted	900
2662	3.10	3.15	compared	retargeted	901
2663	3.10	3.15	compared	retargeted	906
2664	3.10	3.15	compared	retargeted	914
2665	3.10	3.15	compared	retargeted	933
2666	3.10	3.15	compared	retargeted	934
2667	3.10	3.15	compared	retargeted	935
2668	3.10	3.15	compared	retargeted	936
2669	3.10	3.15	compared	retargeted	937
2670	3.10	3.15	compared	retargeted	941
2671	3.10	3.15	compared	retargeted	942
2672	3.10	3.15	compared	retargeted	946
2673	3.10	3.15	compared	retargeted	947
2674	3.10	3.15	compared	retargeted	951
2675	3.10	3.15	compared	retargeted	957
2676	3.10	3.15	compared	retargeted	958
2677	3.10	3.15	compared	retargeted	959
2678	3.10	3.15	compared	retargeted	973
2679	3.10	3.15	compared	retargeted	987
2680	3.16	3.20	not_compared	none	none
2681	3.20	3.21	not_compared	none	none
2682	3.21	3.30	compared	class_changed	254
2683	3.21	3.30	compared	class_changed	475
2684	3.21	3.30	compared	class_changed	988
2685	3.21	3.30	compared	class_changed	989
2686	3.21	3.30	compared	retargeted	0
2687	3.21	3.30	compared	retargeted	1
2688	3.21	3.30	compared	retargeted	2
2689	3.21	3.30	compared	retargeted	3
2690	3.21	3.30	compared	retargeted	14
2691	3.21	3.30	compared	retargeted	18
2692	3.21	3.30	compared	retargeted	19
2693	3.21	3.30	compared	retargeted	20
2694	3.21	3.30	compared	retargeted	30
2695	3.21	3.30	compared	retargeted	31
2696	3.21	3.30	compared	retargeted	41
2697	3.21	3.30	compared	retargeted	42
2698	3.21	3.30	compared	retargeted	43
2699	3.21	3.30	compared	retargeted	46
2700	3.21	3.30	compared	retargeted	52
2701	3.21	3.30	compared	retargeted	56
2702	3.21	3.30	compared	retargeted	84
2703	3.21	3.30	compared	retargeted	88
2704	3.21	3.30	compared	retargeted	89
2705	3.21	3.30	compared	retargeted	114
2706	3.21	3.30	compared	retargeted	118
2707	3.21	3.30	compared	retargeted	132
